연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00
,주말,5,2531,애오개,상행,2.5,7.7,7.2,9.6,13.4,14.2,17.0,20.5,21.2,22.4,24.0,29.0,29.2,24.2,17.4,16.6,16.5,12.5,8.6,
,주말,5,2531,애오개,하행,4.4,6.8,9.1,14.7,19.2,20.4,22.1,25.8,26.7,24.1,22.6,25.0,23.2,17.6,13.4,11.8,10.4,8.8,6.3,
,주말,5,2532,충정로,상행,3.4,7.6,7.2,10.0,12.7,14.3,16.7,19.8,20.6,22.3,25.1,29.0,28.6,23.6,17.0,17.0,16.1,12.2,9.0,
,주말,5,2532,충정로,하행,4.5,6.6,8.9,14.3,19.0,19.7,21.6,25.3,26.3,23.5,22.0,24.4,22.8,17.2,12.9,11.3,10.0,8.6,6.2,
,주말,5,2533,서대문,상행,3.2,7.3,7.0,9.8,12.4,14.0,16.0,19.1,19.8,21.8,24.5,28.7,28.2,23.2,16.8,17.0,16.0,12.3,8.2,
,주말,5,2533,서대문,하행,5.0,6.5,8.8,13.8,18.2,19.5,21.8,25.6,26.2,24.0,22.7,25.3,23.6,17.7,13.0,11.4,10.0,8.8,6.1,
,주말,5,2534,광화문,상행,3.0,7.2,7.5,10.5,12.9,14.6,16.1,19.4,19.5,21.5,24.1,28.1,27.5,22.7,16.7,17.0,16.4,12.4,8.0,
,주말,5,2534,광화문,하행,5.0,5.5,7.0,11.0,15.6,16.4,18.3,21.4,22.5,22.8,22.9,27.2,25.6,21.3,16.2,16.6,15.0,11.2,6.8,
,주말,5,2535,종로3가,상행,3.0,8.3,8.8,12.8,15.7,17.4,20.4,23.5,23.9,23.0,23.7,28.4,27.0,20.2,14.1,12.4,12.3,9.8,7.6,
,주말,5,2535,종로3가,하행,2.3,6.4,6.8,9.1,12.4,12.4,13.9,16.9,17.8,18.6,21.5,26.5,26.1,22.6,17.6,18.6,17.0,13.6,9.4,
,주말,5,2536,을지로4가,상행,3.6,8.2,9.1,14.1,18.4,19.8,22.4,24.8,24.8,23.5,21.9,24.7,22.6,17.3,11.7,9.7,9.3,7.3,5.8,
,주말,5,2536,을지로4가,하행,2.4,6.0,6.4,8.4,11.7,11.6,13.0,15.8,16.9,17.7,20.7,25.5,25.5,22.1,17.2,18.1,16.4,13.4,9.4,
,주말,5,2537,동대문역사문화공원,상행,3.7,8.8,8.9,14.6,18.5,19.5,22.0,23.9,23.7,22.4,20.5,23.2,20.9,15.8,10.8,9.0,8.7,6.7,5.4,
,주말,5,2537,동대문역사문화공원,하행,3.4,6.9,6.9,8.6,12.4,11.5,13.3,15.5,16.9,18.4,22.6,26.3,28.4,25.2,20.0,18.5,18.6,15.7,10.3,
,주말,5,2538,청구,상행,3.6,8.8,9.8,16.4,21.0,22.0,24.7,25.4,25.9,23.9,21.5,22.8,20.9,15.2,10.4,9.0,8.2,6.7,5.6,
,주말,5,2538,청구,하행,5.4,8.1,8.1,9.9,14.5,13.4,15.0,17.4,18.9,20.4,25.1,28.9,31.4,27.6,21.5,20.4,20.3,17.8,11.6,
,주말,5,2539,신금호,상행,4.3,9.2,10.7,17.6,22.6,24.3,27.1,28.9,28.4,27.0,23.8,25.9,23.5,17.8,12.2,10.5,9.6,7.5,7.0,
,주말,5,2539,신금호,하행,6.0,8.9,8.2,10.0,15.0,13.7,15.4,17.7,19.1,20.3,24.6,28.3,30.9,27.0,20.8,19.8,19.7,17.2,12.0,
,주말,5,2540,행당,상행,4.1,9.0,10.5,17.4,21.8,23.8,26.3,28.2,28.0,26.5,23.8,26.0,23.7,18.1,12.6,10.9,9.9,7.9,7.4,
,주말,5,2540,행당,하행,7.1,9.4,7.2,10.8,15.2,14.7,15.5,18.2,19.8,21.0,23.4,28.1,30.5,26.7,20.5,18.7,19.9,16.4,12.6,
,주말,5,2541,왕십리,상행,3.8,8.6,11.0,16.9,21.2,23.0,25.2,27.1,27.2,25.0,23.6,26.1,23.8,18.8,12.9,11.2,10.4,8.4,6.8,
,주말,5,2541,왕십리,하행,4.8,10.4,8.3,12.0,17.2,16.5,18.7,20.9,23.4,25.0,29.2,34.0,38.1,34.8,27.1,24.9,27.0,23.0,18.0,
,주말,5,2542,마장,상행,6.4,11.6,14.8,24.1,28.5,30.4,34.0,36.3,36.4,31.4,31.4,32.0,30.0,21.8,14.8,12.6,11.2,9.2,7.7,
,주말,5,2542,마장,하행,2.8,10.7,8.3,11.9,17.3,16.5,18.7,20.5,23.0,24.8,29.0,33.4,37.3,34.0,26.8,24.6,26.5,22.7,17.7,
,주말,5,2543,답십리,상행,6.3,11.5,14.5,23.8,28.0,30.0,33.4,35.8,35.8,31.0,30.8,31.7,29.7,22.0,14.5,12.5,11.2,8.9,8.7,
,주말,5,2543,답십리,하행,5.0,12.2,8.8,12.8,18.4,17.2,18.9,21.1,23.0,24.5,28.6,32.8,35.9,32.6,25.6,23.5,25.1,21.1,17.8,
,주말,5,2544,장한평,상행,5.2,11.0,13.8,22.5,26.4,28.6,31.8,33.9,34.5,30.1,29.9,31.1,29.6,22.1,14.7,13.1,11.7,9.5,8.8,
,주말,5,2544,장한평,하행,6.5,12.5,9.1,13.2,18.3,19.0,18.0,21.9,23.0,24.7,27.8,32.8,36.4,32.7,25.4,22.0,24.0,20.6,16.8,
,주말,5,2545,군자,상행,4.7,11.0,14.5,22.5,26.2,28.3,31.6,33.9,33.3,29.1,28.7,31.6,29.6,21.3,15.2,13.8,12.2,10.3,9.7,
,주말,5,2545,군자,하행,6.3,17.8,13.9,18.8,27.2,27.0,24.8,28.4,29.4,30.6,33.5,40.6,43.2,38.6,30.4,25.7,28.7,24.8,18.6,
,주말,5,2546,아차산,상행,7.3,12.9,17.4,27.0,31.8,32.8,36.6,39.3,39.6,35.6,35.5,38.8,39.1,29.1,20.4,18.7,16.7,13.4,13.2,
,주말,5,2546,아차산,하행,7.3,20.4,14.0,18.6,25.4,24.1,23.5,26.6,28.4,29.7,32.6,39.5,41.8,36.8,29.0,24.0,27.2,23.2,17.1,
,주말,5,2547,광나루,상행,6.5,11.4,16.2,25.1,30.6,32.2,35.1,37.7,37.9,33.6,32.7,36.4,36.5,27.5,19.8,18.6,16.3,13.2,11.7,
,주말,5,2547,광나루,하행,7.5,20.1,12.4,17.9,23.5,23.2,22.7,27.0,28.5,30.0,33.6,38.2,42.0,35.6,29.3,23.8,25.6,22.5,16.9,
,주말,5,2548,천호,상행,6.3,10.8,16.4,25.1,30.3,33.0,34.3,37.2,36.4,32.0,30.1,36.0,34.1,26.6,19.3,18.2,14.7,13.8,11.9,
,주말,5,2548,천호,하행,6.7,16.9,10.6,14.7,18.6,19.3,18.8,23.5,25.2,27.1,30.0,35.2,38.2,34.1,29.0,24.3,25.1,22.5,17.0,
,주말,5,2549,강동,상행,5.8,10.8,15.8,23.8,30.0,32.4,33.9,36.0,36.1,31.3,28.5,34.8,32.5,23.2,16.4,13.7,11.6,11.3,6.9,
,주말,5,2549,강동,하행,1.5,6.0,6.4,9.4,10.5,12.0,12.8,13.0,17.2,15.9,20.6,23.2,20.8,25.2,20.3,17.4,18.0,16.4,12.7,
,주말,5,2550,길동,상행,9.6,16.5,22.8,38.6,43.1,47.6,46.4,51.3,42.1,46.2,40.6,41.7,41.7,30.0,19.9,16.3,14.8,14.2,8.2,
,주말,5,2550,길동,하행,4.9,12.0,12.4,15.4,22.0,22.7,24.1,25.6,31.6,28.8,39.3,42.5,46.2,45.7,36.8,32.4,32.5,30.8,23.7,
,주말,5,2551,굽은다리,상행,8.8,14.9,21.2,36.2,40.2,44.7,43.7,47.6,38.4,43.4,38.0,38.6,38.8,27.9,18.4,15.0,13.8,13.4,7.7,
,주말,5,2551,굽은다리,하행,5.0,11.1,11.6,14.4,20.8,21.0,21.6,23.1,28.6,25.6,35.4,37.6,40.8,40.2,32.6,28.2,28.7,27.6,20.1,
,주말,5,2552,명일,상행,7.2,12.4,18.0,31.8,35.0,39.6,38.7,42.4,33.0,38.8,33.9,34.7,35.5,25.5,16.4,13.6,12.8,13.0,7.7,
,주말,5,2552,명일,하행,4.8,10.1,10.9,13.4,18.4,18.9,19.7,21.5,26.6,23.1,32.0,33.3,36.4,35.4,28.9,25.6,26.0,24.5,18.2,
,주말,5,2553,고덕,상행,6.4,11.4,15.4,28.6,31.1,35.4,34.6,37.8,28.4,35.2,30.6,31.6,33.7,24.0,15.2,12.8,12.2,12.4,7.6,
,주말,5,2553,고덕,하행,4.0,8.4,8.8,12.7,15.0,16.4,16.8,18.7,23.0,19.0,28.1,29.1,32.9,32.8,26.0,22.5,23.7,21.8,16.3,
,주말,5,2554,상일동,상행,4.3,11.6,14.7,25.8,29.4,32.0,30.3,32.9,24.0,31.4,25.5,26.3,28.7,19.7,13.1,11.2,10.7,10.6,6.8,
,주말,5,2554,상일동,하행,3.2,6.4,6.5,10.3,13.1,14.3,14.4,16.0,16.9,12.5,21.8,20.9,24.4,23.5,18.9,16.0,17.2,15.3,10.7,
,주말,5,2555,둔촌동,상행,4.5,10.8,14.8,19.3,24.2,26.8,28.0,30.8,33.2,29.3,31.3,34.8,36.8,24.7,20.2,18.9,14.0,15.9,12.7,
,주말,5,2555,둔촌동,하행,4.0,13.0,12.3,22.5,22.0,23.3,21.1,28.4,27.2,24.6,25.8,30.9,26.2,25.9,22.4,17.7,14.5,14.2,10.8,
,주말,5,2556,올림픽공원(한국체대),상행,4.0,10.4,12.8,17.7,22.0,24.5,25.2,28.4,30.2,27.7,29.0,32.0,35.1,23.4,18.6,18.1,13.6,14.8,13.0,
,주말,5,2556,올림픽공원(한국체대),하행,3.4,11.3,10.6,19.5,18.5,21.1,16.8,21.6,23.3,21.5,22.0,26.1,23.2,24.1,22.7,19.1,14.9,14.2,10.4,
,주말,5,2557,방이,상행,4.4,10.0,13.2,18.4,22.2,24.5,24.3,28.4,28.8,26.0,25.9,28.1,26.0,18.8,13.0,12.2,10.9,11.5,7.4,
,주말,5,2557,방이,하행,3.4,10.2,8.5,17.0,15.1,17.6,16.9,17.7,20.3,19.0,20.1,22.8,18.7,24.9,17.7,17.0,15.5,13.9,9.1,
,주말,5,2558,오금,상행,4.0,9.0,12.4,17.3,20.6,22.1,22.0,25.5,25.6,21.9,22.6,24.6,22.8,17.2,11.2,10.4,8.4,8.7,7.1,
,주말,5,2558,오금,하행,1.6,7.0,5.5,11.6,10.6,13.1,12.7,12.0,14.8,15.2,17.3,18.9,15.2,23.4,16.1,15.6,14.6,14.0,9.5,
,주말,5,2559,개롱,상행,5.4,9.4,12.9,17.7,20.6,20.7,19.8,22.2,21.8,18.7,18.0,18.2,16.3,10.8,6.4,5.7,4.6,4.7,2.2,
,주말,5,2559,개롱,하행,1.1,5.4,4.5,7.9,8.2,9.2,9.1,8.8,10.4,10.8,12.4,13.3,10.8,17.0,11.4,11.1,10.8,9.8,6.5,
,주말,5,2560,거여,상행,4.2,7.1,10.1,13.6,15.5,14.5,14.3,15.3,15.6,13.8,13.4,13.5,12.0,7.6,4.6,4.0,3.1,3.1,1.4,
,주말,5,2560,거여,하행,0.4,2.1,2.2,3.4,5.3,4.8,4.2,4.0,4.9,5.2,5.4,6.5,4.9,8.1,4.8,5.0,5.2,4.9,3.6,
,주말,5,2561,마천,상행,2.3,3.5,4.9,6.8,6.7,6.7,6.4,7.1,6.5,6.5,5.6,6.0,5.1,3.4,2.1,1.9,1.2,1.2,0.4,
,주말,5,2562,강일,상행,6.8,11.0,11.6,18.0,25.6,22.2,21.0,22.8,27.1,28.8,33.0,26.9,23.6,16.0,11.0,9.6,9.7,9.6,5.1,
,주말,5,2562,강일,하행,3.3,5.6,8.5,11.9,15.0,13.9,13.8,14.9,28.0,19.4,24.7,23.9,21.9,21.1,16.6,14.4,15.0,13.4,12.1,
,주말,5,2563,미사,상행,5.8,9.2,12.3,15.8,23.7,18.9,19.6,19.9,30.1,24.1,26.7,25.8,20.2,14.5,10.2,9.3,9.7,10.3,5.1,
,주말,5,2563,미사,하행,0.0,2.8,5.1,7.0,11.1,9.9,10.2,10.0,14.2,14.1,17.5,11.6,13.4,11.1,8.3,7.4,7.5,7.2,6.8,
,주말,5,2564,하남풍산,상행,3.3,5.2,6.6,8.4,13.2,10.4,10.8,10.8,18.3,14.6,16.8,16.1,12.6,10.2,6.7,5.5,5.7,5.2,2.4,
,주말,5,2564,하남풍산,하행,0.0,2.2,3.6,5.7,9.3,8.2,8.3,8.6,11.7,11.9,14.2,9.5,10.9,9.1,7.1,5.8,6.0,5.9,5.5,
,주말,5,2565,하남시청,상행,2.8,4.3,5.6,7.0,10.7,8.6,9.0,9.0,15.8,12.1,14.6,13.6,10.6,8.7,5.5,4.3,4.6,4.1,2.1,
,주말,5,2565,하남시청,하행,0.0,1.3,1.8,3.0,6.6,6.5,5.3,5.0,6.3,6.8,7.2,4.5,5.3,4.3,3.2,2.6,2.4,2.8,2.6,
,주말,5,2566,하남검단산,상행,1.5,1.8,2.4,3.3,4.6,4.2,4.6,4.4,7.9,7.2,8.8,9.0,6.1,4.2,3.2,2.6,3.2,2.5,1.0,
244.0,평일,5,2511,방화,하행,1.6,3.2,6.3,5.2,3.8,3.0,2.8,2.9,3.8,2.6,2.7,3.0,2.2,2.4,1.5,1.2,0.8,0.6,0.4,0.2
245.0,평일,5,2512,개화산,상행,1.6,1.6,2.0,3.2,1.4,1.2,1.7,2.5,2.3,2.4,2.9,3.6,5.0,5.6,4.0,3.7,3.3,3.0,1.8,1.6
246.0,평일,5,2512,개화산,하행,3.0,5.2,11.4,9.4,6.8,5.5,5.0,5.0,5.6,4.7,4.7,5.2,4.0,5.8,3.2,2.2,1.6,1.6,0.6,0.2
247.0,평일,5,2513,김포공항,상행,2.8,3.2,4.4,6.6,2.4,2.2,3.2,4.2,4.0,4.2,5.2,6.4,8.4,10.6,7.0,6.4,6.0,5.4,3.3,2.6
248.0,평일,5,2513,김포공항,하행,1.8,6.4,14.2,19.0,13.6,10.2,9.4,9.8,11.0,9.9,10.6,11.6,9.4,16.8,12.3,7.6,6.8,7.8,3.4,1.5
249.0,평일,5,2514,송정,상행,13.0,12.1,14.8,12.8,5.3,6.6,8.8,9.8,9.6,9.8,11.4,14.6,19.6,24.5,10.4,10.8,9.8,8.2,4.5,2.5
250.0,평일,5,2514,송정,하행,2.9,7.8,17.8,22.8,15.8,12.4,11.3,11.1,12.4,11.4,12.1,13.4,10.6,18.3,13.8,7.8,7.6,7.8,3.8,1.8
251.0,평일,5,2515,마곡,상행,14.0,12.8,15.7,13.9,5.8,7.4,9.7,11.1,11.0,11.1,13.5,17.1,22.5,27.8,12.1,12.8,11.8,9.9,5.8,3.7
252.0,평일,5,2515,마곡,하행,3.6,9.0,21.8,24.5,16.8,14.2,13.0,12.5,14.6,13.9,15.2,17.8,15.2,25.9,17.8,10.6,10.0,9.4,4.4,2.1
253.0,평일,5,2516,발산,상행,16.8,15.4,18.8,22.0,10.0,9.6,11.6,12.8,13.2,13.2,15.4,19.2,25.2,30.1,14.8,14.6,13.2,11.7,7.0,5.0
254.0,평일,5,2516,발산,하행,4.8,9.6,25.4,25.1,17.6,16.3,16.0,16.2,19.0,18.2,21.6,26.2,25.2,41.2,26.1,17.0,17.5,16.0,7.9,3.0
255.0,평일,5,2517,우장산,상행,18.6,18.9,29.2,43.4,17.4,13.8,15.4,17.0,17.7,16.7,18.5,22.8,30.2,35.4,18.8,16.5,14.6,12.9,7.6,6.0
256.0,평일,5,2517,우장산,하행,6.8,15.0,35.4,34.1,22.7,20.6,19.6,20.0,21.2,19.8,23.2,29.3,27.0,42.2,27.8,18.0,17.0,16.7,7.8,2.8
257.0,평일,5,2518,화곡,상행,17.8,18.9,31.7,43.4,18.1,14.3,16.2,17.9,20.0,19.4,21.4,27.2,38.1,45.0,25.8,22.2,19.8,18.3,11.0,8.7
258.0,평일,5,2518,화곡,하행,9.2,25.0,58.2,58.2,35.4,29.1,26.2,26.7,26.4,23.6,26.1,32.4,29.2,42.1,28.8,19.0,17.5,16.5,7.6,2.2
259.0,평일,5,2519,까치산,상행,12.8,17.9,30.8,42.1,18.0,15.1,17.6,20.0,22.8,23.1,28.1,36.6,54.0,67.0,40.5,36.4,31.1,28.4,18.2,13.4
260.0,평일,5,2519,까치산,하행,12.8,29.0,67.2,72.0,41.8,32.1,27.6,28.3,26.4,22.8,23.0,27.4,24.2,31.4,22.7,14.8,13.4,12.6,6.1,3.4
261.0,평일,5,2520,신정,상행,7.8,14.0,22.0,27.0,13.6,12.3,15.8,18.0,21.2,23.2,29.9,39.8,59.8,74.9,47.9,42.1,37.5,35.4,23.2,17.6
262.0,평일,5,2520,신정,하행,16.3,33.8,78.4,85.8,48.8,36.5,30.6,31.0,28.6,24.2,23.3,28.0,25.0,30.4,22.8,14.5,12.7,12.4,6.3,3.1
263.0,평일,5,2521,목동,상행,6.6,13.4,20.4,24.6,13.0,12.4,15.9,18.6,22.5,24.8,32.6,43.5,65.6,82.4,53.5,46.6,43.2,39.4,26.2,19.6
264.0,평일,5,2521,목동,하행,18.0,37.2,89.4,97.1,54.6,41.1,34.8,34.4,31.4,26.8,25.8,30.8,27.0,31.6,24.0,15.9,13.8,13.4,6.7,3.2
265.0,평일,5,2522,오목교,상행,5.8,13.5,20.3,25.4,14.2,13.8,17.5,21.3,26.0,28.4,37.8,49.8,78.7,96.0,63.4,53.4,50.1,44.8,30.8,22.8
266.0,평일,5,2522,오목교,하행,19.0,40.2,96.2,103.6,59.7,44.1,37.6,37.2,34.3,29.3,28.9,34.9,32.2,38.3,28.4,21.2,18.4,17.8,8.0,3.8
267.0,평일,5,2523,양평,상행,5.2,14.4,24.5,31.2,19.0,17.7,21.2,25.1,29.5,33.2,42.9,56.4,89.2,104.1,70.7,56.3,54.0,47.8,34.0,25.4
268.0,평일,5,2523,양평,하행,21.3,41.0,100.6,105.0,61.2,45.1,38.6,38.5,35.5,30.2,29.8,35.9,34.0,40.9,29.6,21.5,18.9,18.2,8.6,4.0
269.0,평일,5,2524,영등포구청,상행,5.2,14.8,25.1,33.6,20.2,18.4,21.8,25.8,30.2,34.1,43.6,57.6,93.0,105.1,73.0,57.4,55.4,50.3,35.5,26.6
270.0,평일,5,2524,영등포구청,하행,16.8,29.6,75.6,85.5,46.0,34.3,29.6,29.9,28.2,23.2,22.5,26.0,24.4,29.2,22.2,15.2,13.3,12.8,6.5,3.0
271.0,평일,5,2525,영등포시장,상행,3.2,10.5,17.5,23.3,13.9,13.6,16.6,19.9,23.2,26.6,34.9,46.3,75.8,83.7,53.8,44.1,42.8,36.8,25.6,19.8
272.0,평일,5,2525,영등포시장,하행,16.9,30.0,78.2,89.0,46.9,34.1,29.4,29.4,27.2,23.0,22.8,27.2,26.8,31.0,22.3,15.8,13.9,13.2,7.2,2.9
273.0,평일,5,2526,신길,상행,4.1,10.1,18.4,25.0,15.2,13.8,17.5,20.7,24.0,27.6,34.5,46.5,77.4,84.4,55.0,44.3,43.8,37.0,25.8,21.1
274.0,평일,5,2526,신길,하행,19.4,34.2,90.0,108.4,56.4,37.6,33.0,32.2,30.2,25.5,24.6,29.4,28.7,33.6,23.9,16.4,14.6,13.2,7.2,2.6
275.0,평일,5,2527,여의도,상행,3.4,11.3,20.4,25.2,15.6,14.6,19.0,21.8,26.8,30.2,39.0,53.6,91.1,98.8,61.3,51.0,50.2,41.8,27.2,10.8
276.0,평일,5,2527,여의도,하행,15.4,26.2,64.4,87.9,45.6,33.0,32.0,30.2,31.2,28.2,28.8,37.9,57.3,59.6,39.4,26.6,24.7,19.4,9.9,3.4
277.0,평일,5,2528,여의나루,상행,5.4,16.6,48.8,53.2,25.3,18.4,29.2,25.8,29.8,29.2,35.2,48.0,74.5,84.0,46.7,39.4,40.0,34.1,21.3,13.6
278.0,평일,5,2528,여의나루,하행,15.0,24.0,57.6,85.3,45.2,31.4,31.2,29.4,31.0,28.6,29.8,41.0,65.8,69.8,45.8,31.6,28.3,22.2,11.0,3.4
279.0,평일,5,2529,마포,상행,5.6,18.6,57.0,60.0,28.4,22.0,32.6,29.4,33.6,31.6,37.8,48.4,73.5,81.0,44.3,36.8,38.4,32.6,20.6,14.2
280.0,평일,5,2529,마포,하행,15.0,23.9,55.8,81.8,44.0,31.0,31.6,29.6,31.2,29.0,30.1,42.0,63.8,69.5,45.7,32.4,29.9,24.0,11.2,3.2
281.0,평일,5,2530,공덕,상행,5.0,19.4,57.7,61.6,30.4,23.0,34.2,29.4,33.6,31.6,37.8,49.0,72.2,77.2,44.2,35.4,35.9,30.6,20.2,14.4
282.0,평일,5,2530,공덕,하행,13.0,23.4,56.6,83.8,42.6,31.6,32.6,30.2,31.8,28.2,28.6,37.0,53.4,57.8,39.6,27.8,26.0,21.2,11.6,4.1
283.0,평일,5,2531,애오개,상행,5.3,17.5,45.9,48.2,26.2,20.7,31.6,26.8,30.5,29.9,36.8,47.6,72.6,78.2,43.6,34.4,35.0,29.4,18.8,14.0
284.0,평일,5,2531,애오개,하행,9.3,22.2,57.6,86.4,42.3,31.2,33.0,30.2,31.8,28.0,28.8,36.1,53.1,57.7,39.6,27.0,25.5,20.3,10.9,3.6
285.0,평일,5,2532,충정로,상행,7.2,17.2,44.7,47.3,26.2,20.5,32.0,26.6,30.0,29.8,36.0,48.2,71.3,78.4,43.5,34.7,35.6,29.9,19.4,13.2
286.0,평일,5,2532,충정로,하행,9.2,21.8,53.0,81.9,40.0,30.2,31.8,29.8,30.6,27.4,28.1,34.7,50.3,56.0,39.0,26.8,25.2,20.1,11.6,5.4
287.0,평일,5,2533,서대문,상행,6.9,17.5,45.1,46.8,25.6,20.0,28.2,25.8,28.8,29.2,35.1,47.4,67.8,72.4,40.8,33.4,34.4,29.3,19.3,13.8
288.0,평일,5,2533,서대문,하행,10.0,19.8,42.8,63.8,36.4,29.4,32.8,30.3,30.2,28.6,30.5,39.0,57.9,65.7,42.8,30.1,28.3,22.5,12.4,5.3
289.0,평일,5,2534,광화문,상행,6.5,19.8,53.3,59.0,29.8,21.4,28.5,26.2,29.6,29.3,33.4,42.7,57.2,60.7,37.7,30.2,31.6,27.0,18.0,14.0
290.0,평일,5,2534,광화문,하행,9.5,15.6,29.6,37.2,24.0,24.2,28.4,28.2,29.4,30.2,34.7,45.2,68.6,81.4,51.2,37.2,37.4,30.0,16.2,9.4
291.0,평일,5,2535,종로3가,상행,7.8,24.2,63.2,81.4,41.3,27.4,27.2,28.0,29.4,27.9,30.0,37.4,45.9,41.2,31.0,23.6,22.8,20.8,13.5,7.6
292.0,평일,5,2535,종로3가,하행,4.4,15.2,26.2,30.5,17.0,17.0,20.6,23.2,25.0,27.2,32.0,43.0,64.0,75.6,50.8,37.8,38.7,31.8,18.6,9.6
293.0,평일,5,2536,을지로4가,상행,7.0,25.5,63.5,75.2,43.0,29.9,28.3,28.5,27.2,24.2,25.2,31.6,37.1,33.6,25.9,18.6,17.0,15.6,9.9,5.6
294.0,평일,5,2536,을지로4가,하행,4.4,13.8,22.4,24.7,14.6,15.0,18.6,21.0,22.7,24.9,30.2,41.5,64.3,77.4,52.2,38.2,38.3,32.4,19.5,9.2
295.0,평일,5,2537,동대문역사문화공원,상행,7.4,26.0,63.9,76.4,42.1,29.5,26.4,26.4,25.1,21.8,22.6,27.9,31.5,27.4,22.2,16.1,14.4,13.2,8.1,4.0
296.0,평일,5,2537,동대문역사문화공원,하행,6.6,15.0,22.5,25.0,14.0,14.6,17.7,21.8,24.4,27.4,33.0,45.2,67.0,77.2,51.8,41.3,39.0,34.4,20.5,9.2
297.0,평일,5,2538,청구,상행,7.8,26.6,64.0,78.0,47.8,33.1,30.8,29.2,26.8,23.6,23.8,28.4,31.2,27.4,23.6,16.4,13.7,12.7,8.0,4.0
298.0,평일,5,2538,청구,하행,9.8,17.0,26.6,28.8,15.3,15.8,19.7,23.6,27.0,29.6,35.6,49.1,71.9,79.0,56.6,44.0,41.4,37.4,22.3,9.8
299.0,평일,5,2539,신금호,상행,9.2,28.4,65.6,80.0,52.0,36.2,34.0,32.0,29.2,26.0,26.4,31.2,34.2,31.4,26.5,17.9,15.8,15.1,9.6,4.8
300.0,평일,5,2539,신금호,하행,11.1,18.3,27.6,32.0,15.6,16.1,19.8,23.2,26.9,29.0,35.2,49.0,69.0,76.4,54.8,42.9,39.9,36.2,22.2,11.2
301.0,평일,5,2540,행당,상행,8.6,27.6,65.4,76.4,49.4,35.6,33.0,31.8,29.0,26.2,26.6,32.3,34.8,32.4,27.4,18.4,16.3,15.8,10.4,5.4
302.0,평일,5,2540,행당,하행,13.0,19.8,28.6,36.1,17.0,17.2,20.6,23.6,27.4,28.4,34.7,47.0,68.4,74.0,53.2,41.2,38.2,35.3,21.6,10.5
303.0,평일,5,2541,왕십리,상행,7.9,26.5,64.2,71.6,47.4,34.5,32.1,31.4,28.4,26.2,27.0,33.4,36.2,34.4,29.2,19.2,17.6,17.0,11.4,3.7
304.0,평일,5,2541,왕십리,하행,7.8,21.7,30.2,38.4,17.4,19.1,23.7,27.4,32.6,33.8,42.8,58.9,87.0,92.5,71.7,53.2,54.6,50.4,32.6,15.5
305.0,평일,5,2542,마장,상행,13.3,34.6,83.4,98.2,64.4,44.8,40.4,40.2,35.3,32.0,31.4,39.0,42.8,37.6,30.2,20.5,17.8,16.8,11.2,3.6
306.0,평일,5,2542,마장,하행,5.6,21.2,30.6,38.4,17.0,18.6,23.0,27.1,32.2,33.3,43.2,57.7,84.6,91.0,70.8,52.4,55.1,48.3,31.9,15.0
307.0,평일,5,2543,답십리,상행,13.1,35.1,84.0,95.8,63.8,44.4,39.1,39.4,34.2,31.0,31.1,37.9,40.8,37.6,29.4,20.5,17.2,16.6,10.9,3.3
308.0,평일,5,2543,답십리,하행,9.6,23.4,33.2,39.2,17.5,18.4,22.4,26.9,30.8,32.3,41.2,54.8,81.3,86.8,65.6,49.6,51.8,45.2,29.8,13.8
309.0,평일,5,2544,장한평,상행,11.4,34.6,77.2,87.5,60.2,42.3,36.8,38.0,33.2,29.6,30.1,37.8,40.3,37.1,30.4,20.8,17.5,17.4,11.2,3.9
310.0,평일,5,2544,장한평,하행,12.8,23.6,35.3,42.0,17.8,17.8,22.3,26.6,30.5,32.0,39.8,53.0,80.4,85.9,62.4,49.4,47.9,43.6,28.4,11.6
311.0,평일,5,2545,군자,상행,10.2,33.1,75.0,85.9,57.5,41.1,36.1,36.0,33.2,28.6,29.6,37.5,39.6,37.1,30.6,21.5,19.1,18.7,12.6,4.8
312.0,평일,5,2545,군자,하행,11.8,36.0,53.8,62.8,24.3,22.5,28.2,32.6,36.2,37.3,46.0,61.2,91.2,91.6,69.8,57.4,53.2,50.3,32.5,11.2
313.0,평일,5,2546,아차산,상행,15.4,36.2,83.4,91.4,66.6,49.0,43.0,42.0,39.7,34.3,37.0,48.0,52.1,54.4,41.7,29.5,25.4,25.2,14.2,6.6
314.0,평일,5,2546,아차산,하행,13.4,36.6,53.6,66.8,24.4,21.9,27.2,32.0,35.1,36.5,43.5,59.4,85.0,86.6,65.8,53.8,49.8,47.0,29.8,20.1
315.0,평일,5,2547,광나루,상행,13.6,33.6,79.6,85.1,60.2,46.8,40.6,40.0,36.8,32.6,35.2,47.2,50.4,54.4,42.4,29.8,25.2,24.6,14.2,5.6
316.0,평일,5,2547,광나루,하행,14.2,39.2,52.9,65.3,24.6,21.4,26.6,30.7,35.6,35.1,42.3,56.8,82.2,83.6,66.1,50.1,47.4,45.6,28.0,18.6
317.0,평일,5,2548,천호,상행,13.0,34.4,76.6,82.6,58.0,43.8,38.8,39.8,34.8,30.8,33.5,46.5,49.6,53.2,40.2,29.3,24.8,24.0,14.4,5.8
